Week;Terminal_origen;recogidas;productoMaestro
2021-06-21;Pasto;47;Paquetes 1-2
2021-06-21;Pasto;34;Mensajeria
2021-06-21;Pasto;15;Paqueteo 3-5
2021-06-21;Pereira;1795;Mercancia
2021-06-21;Pereira;640;Paquetes 1-2
2021-06-21;Pereira;179;Mensajeria
2021-06-21;Pereira;159;Paqueteo 3-5
2021-06-21;Sincelejo;164;Mercancia
2021-06-21;Sincelejo;74;Paquetes 1-2
2021-06-21;Sincelejo;46;Paqueteo 3-5
2021-06-21;Sincelejo;2;Mensajeria
2021-06-21;Turbaco;480;Mercancia
2021-06-21;Turbaco;369;Paquetes 1-2
2021-06-21;Turbaco;103;Mensajeria
2021-06-21;Turbaco;101;Paqueteo 3-5
2021-06-21;Yumbo;4276;Mercancia
2021-06-21;Yumbo;2970;Paquetes 1-2
2021-06-21;Yumbo;686;Paqueteo 3-5
2021-06-21;Yumbo;345;Mensajeria
2021-06-20;Barranquilla;86;Mercancia
2021-06-20;Barranquilla;48;Paquetes 1-2
2021-06-20;Barranquilla;9;Paqueteo 3-5
2021-06-20;Barranquilla;1;Mensajeria
2021-06-20;Bogota;72;Mercancia
2021-06-20;Bogota;65;Paquetes 1-2
2021-06-20;Bogota;6;Mensajeria
2021-06-20;Bogota;5;Paqueteo 3-5
2021-06-20;Bosconia;21;Paquetes 1-2
2021-06-20;Bosconia;13;Mercancia
2021-06-20;Bosconia;10;Mensajeria
2021-06-20;Bosconia;4;Paqueteo 3-5
2021-06-20;Bucaramanga;16;Paquetes 1-2
2021-06-20;Bucaramanga;5;Mercancia
2021-06-20;Bucaramanga;1;Paqueteo 3-5
2021-06-20;Cienaga;30;Paquetes 1-2
2021-06-20;Cienaga;21;Mercancia
2021-06-20;Cienaga;12;Mensajeria
2021-06-20;Cienaga;9;Paqueteo 3-5
2021-06-20;Cucuta;144;Paqueteo 3-5
2021-06-20;Cucuta;40;Paquetes 1-2
2021-06-20;Cucuta;20;Mercancia
2021-06-20;Cucuta;18;Mensajeria
2021-06-20;Ibague;18;Mercancia
2021-06-20;Ibague;8;Paquetes 1-2
2021-06-20;Ibague;5;Paqueteo 3-5
2021-06-20;Manizales;67;Mercancia
2021-06-20;Manizales;7;Paquetes 1-2
2021-06-20;Manizales;2;Mensajeria
2021-06-20;Manizales;1;Paqueteo 3-5
2021-06-20;Medellin;604;Paquetes 1-2
2021-06-20;Medellin;332;Mercancia
2021-06-20;Medellin;63;Paqueteo 3-5
2021-06-20;Medellin;36;Mensajeria
2021-06-20;Pasto;6;Paquetes 1-2
2021-06-20;Pasto;2;Paqueteo 3-5
2021-06-20;Pasto;1;Mercancia
2021-06-20;Pereira;94;Mercancia
2021-06-20;Pereira;8;Paquetes 1-2
2021-06-20;Pereira;2;Paqueteo 3-5
2021-06-20;Sincelejo;229;Paquetes 1-2
2021-06-20;Sincelejo;123;Mercancia
2021-06-20;Sincelejo;74;Mensajeria
2021-06-20;Sincelejo;20;Paqueteo 3-5
2021-06-20;Turbaco;183;Mercancia
2021-06-20;Turbaco;125;Paquetes 1-2
2021-06-20;Turbaco;28;Paqueteo 3-5
2021-06-20;Turbaco;26;Mensajeria
2021-06-20;Yumbo;413;Mercancia
2021-06-20;Yumbo;190;Paquetes 1-2
2021-06-20;Yumbo;74;Paqueteo 3-5
2021-06-20;Yumbo;17;Mensajeria
2021-06-19;Barranquilla;1030;Mercancia
2021-06-19;Barranquilla;834;Paquetes 1-2
2021-06-19;Barranquilla;189;Paqueteo 3-5
2021-06-19;Barranquilla;98;Mensajeria
2021-06-19;Bogota;10976;Mercancia
2021-06-19;Bogota;8040;Paquetes 1-2
2021-06-19;Bogota;2114;Paqueteo 3-5
2021-06-19;Bogota;254;Mensajeria
2021-06-19;Bosconia;96;Paquetes 1-2
2021-06-19;Bosconia;72;Mercancia
2021-06-19;Bosconia;58;Paqueteo 3-5
2021-06-19;Bosconia;42;Mensajeria
2021-06-19;Bucaramanga;727;Paquetes 1-2
2021-06-19;Bucaramanga;488;Mercancia
2021-06-19;Bucaramanga;159;Paqueteo 3-5
2021-06-19;Bucaramanga;72;Mensajeria
2021-06-19;Cienaga;165;Paquetes 1-2
2021-06-19;Cienaga;113;Mercancia
2021-06-19;Cienaga;40;Paqueteo 3-5
2021-06-19;Cienaga;34;Mensajeria
2021-06-19;Cucuta;1334;Paqueteo 3-5
2021-06-19;Cucuta;424;Paquetes 1-2
2021-06-19;Cucuta;175;Mercancia
2021-06-19;Cucuta;30;Mensajeria
2021-06-19;Ibague;275;Paquetes 1-2
2021-06-19;Ibague;149;Mercancia
2021-06-19;Ibague;67;Paqueteo 3-5
2021-06-19;Ibague;62;Mensajeria
2021-06-19;Manizales;454;Mercancia
2021-06-19;Manizales;90;Paquetes 1-2
2021-06-19;Manizales;48;Mensajeria
2021-06-19;Manizales;14;Paqueteo 3-5
2021-06-19;Medellin;6644;Paquetes 1-2
2021-06-19;Medellin;5851;Mercancia
2021-06-19;Medellin;1175;Paqueteo 3-5
2021-06-19;Medellin;237;Mensajeria
2021-06-19;Neiva;88;Mercancia
2021-06-19;Neiva;66;Paquetes 1-2
2021-06-19;Neiva;48;Paqueteo 3-5
2021-06-19;Neiva;24;Mensajeria
2021-06-19;Pasto;159;Paquetes 1-2
2021-06-19;Pasto;114;Mercancia
2021-06-19;Pasto;109;Mensajeria
2021-06-19;Pasto;32;Paqueteo 3-5
2021-06-19;Pereira;973;Mercancia
2021-06-19;Pereira;362;Paquetes 1-2
2021-06-19;Pereira;142;Mensajeria
2021-06-19;Pereira;77;Paqueteo 3-5
2021-06-19;Sin Terminal;3;Paqueteo 3-5
2021-06-19;Sin Terminal;2;Mercancia
2021-06-19;Sin Terminal;1;Paquetes 1-2
2021-06-19;Sincelejo;336;Paquetes 1-2
2021-06-19;Sincelejo;139;Mercancia
2021-06-19;Sincelejo;88;Mensajeria
2021-06-19;Sincelejo;42;Paqueteo 3-5
2021-06-19;Turbaco;819;Mercancia
2021-06-19;Turbaco;220;Paquetes 1-2
2021-06-19;Turbaco;60;Paqueteo 3-5
2021-06-19;Turbaco;42;Mensajeria
2021-06-19;Yumbo;4656;Mercancia
2021-06-19;Yumbo;2498;Paquetes 1-2
2021-06-19;Yumbo;532;Paqueteo 3-5
2021-06-19;Yumbo;358;Mensajeria
2021-06-18;Barranquilla;1906;Mercancia
2021-06-18;Barranquilla;1481;Paquetes 1-2
2021-06-18;Barranquilla;341;Paqueteo 3-5
2021-06-18;Barranquilla;184;Mensajeria
2021-06-18;Bogota;21580;Mercancia
2021-06-18;Bogota;13214;Paquetes 1-2
2021-06-18;Bogota;3953;Paqueteo 3-5
2021-06-18;Bogota;1480;Mensajeria
2021-06-18;Bosconia;67;Mercancia
2021-06-18;Bosconia;50;Paquetes 1-2
2021-06-18;Bosconia;32;Mensajeria
2021-06-18;Bosconia;17;Paqueteo 3-5
2021-06-18;Bucaramanga;763;Paquetes 1-2
2021-06-18;Bucaramanga;683;Mercancia
2021-06-18;Bucaramanga;206;Paqueteo 3-5
2021-06-18;Bucaramanga;129;Mensajeria
2021-06-18;Cienaga;100;Mercancia
2021-06-18;Cienaga;89;Paquetes 1-2
2021-06-18;Cienaga;55;Mensajeria
2021-06-18;Cienaga;36;Paqueteo 3-5
2021-06-18;Cucuta;991;Paqueteo 3-5
2021-06-18;Cucuta;605;Paquetes 1-2
2021-06-18;Cucuta;397;Mercancia
2021-06-18;Cucuta;37;Mensajeria
2021-06-18;Ibague;135;Mercancia
2021-06-18;Ibague;35;Paquetes 1-2
2021-06-18;Ibague;21;Paqueteo 3-5
2021-06-18;Ibague;5;Mensajeria
2021-06-18;Manizales;549;Mercancia
2021-06-18;Manizales;163;Paquetes 1-2
2021-06-18;Manizales;59;Mensajeria
2021-06-18;Manizales;36;Paqueteo 3-5
2021-06-18;Medellin;11810;Mercancia
2021-06-18;Medellin;11658;Paquetes 1-2
2021-06-18;Medellin;2151;Paqueteo 3-5
2021-06-18;Medellin;788;Mensajeria
2021-06-18;Neiva;162;Mercancia
2021-06-18;Neiva;102;Paquetes 1-2
2021-06-18;Neiva;80;Mensajeria
2021-06-18;Neiva;45;Paqueteo 3-5
2021-06-18;Pasto;121;Paquetes 1-2
2021-06-18;Pasto;63;Mercancia
2021-06-18;Pasto;46;Mensajeria
2021-06-18;Pasto;36;Paqueteo 3-5
2021-06-18;Pereira;1518;Mercancia
2021-06-18;Pereira;442;Paquetes 1-2
2021-06-18;Pereira;134;Mensajeria
2021-06-18;Pereira;128;Paqueteo 3-5
2021-06-18;Sin Terminal;7;Mercancia
2021-06-18;Sincelejo;390;Paquetes 1-2
2021-06-18;Sincelejo;246;Mercancia
2021-06-18;Sincelejo;110;Mensajeria
2021-06-18;Sincelejo;52;Paqueteo 3-5
2021-06-18;Turbaco;690;Mercancia
2021-06-18;Turbaco;323;Paquetes 1-2
2021-06-18;Turbaco;105;Paqueteo 3-5
2021-06-18;Turbaco;78;Mensajeria
2021-06-18;Yumbo;5042;Mercancia
2021-06-18;Yumbo;3306;Paquetes 1-2
2021-06-18;Yumbo;907;Paqueteo 3-5
2021-06-18;Yumbo;339;Mensajeria
2021-06-17;Barranquilla;1866;Mercancia
2021-06-17;Barranquilla;1498;Paquetes 1-2
2021-06-17;Barranquilla;318;Paqueteo 3-5
2021-06-17;Barranquilla;245;Mensajeria
2021-06-17;Bogota;22178;Mercancia
2021-06-17;Bogota;14408;Paquetes 1-2
2021-06-17;Bogota;3898;Paqueteo 3-5
2021-06-17;Bogota;1419;Mensajeria
2021-06-17;Bosconia;86;Paquetes 1-2
2021-06-17;Bosconia;59;Mercancia
2021-06-17;Bosconia;35;Mensajeria
2021-06-17;Bosconia;28;Paqueteo 3-5
2021-06-17;Bucaramanga;651;Mercancia
2021-06-17;Bucaramanga;647;Paquetes 1-2
2021-06-17;Bucaramanga;168;Paqueteo 3-5
2021-06-17;Bucaramanga;152;Mensajeria
2021-06-17;Cienaga;113;Paquetes 1-2
2021-06-17;Cienaga;83;Mercancia
2021-06-17;Cienaga;50;Mensajeria
2021-06-17;Cienaga;42;Paqueteo 3-5
2021-06-17;Cucuta;578;Paqueteo 3-5
2021-06-17;Cucuta;527;Paquetes 1-2
2021-06-17;Cucuta;229;Mercancia
2021-06-17;Cucuta;33;Mensajeria
2021-06-17;Ibague;143;Mercancia
2021-06-17;Ibague;133;Paquetes 1-2
2021-06-17;Ibague;55;Paqueteo 3-5
2021-06-17;Ibague;52;Mensajeria
2021-06-17;Manizales;445;Mercancia
2021-06-17;Manizales;133;Paquetes 1-2
2021-06-17;Manizales;56;Mensajeria
2021-06-17;Manizales;31;Paqueteo 3-5
2021-06-17;Medellin;11477;Paquetes 1-2
2021-06-17;Medellin;11281;Mercancia
2021-06-17;Medellin;1914;Paqueteo 3-5
2021-06-17;Medellin;893;Mensajeria
2021-06-17;Neiva;117;Mercancia
2021-06-17;Neiva;93;Paquetes 1-2
2021-06-17;Neiva;35;Mensajeria
2021-06-17;Neiva;19;Paqueteo 3-5
2021-06-17;Pasto;168;Mercancia
2021-06-17;Pasto;165;Paquetes 1-2
2021-06-17;Pasto;104;Mensajeria
2021-06-17;Pasto;64;Paqueteo 3-5
2021-06-17;Pereira;1164;Mercancia
2021-06-17;Pereira;613;Paquetes 1-2
2021-06-17;Pereira;177;Paqueteo 3-5
2021-06-17;Pereira;160;Mensajeria
2021-06-17;Sin Terminal;1;Paqueteo 3-5
2021-06-17;Sin Terminal;1;Paquetes 1-2
2021-06-17;Sincelejo;421;Paquetes 1-2
2021-06-17;Sincelejo;299;Mercancia
2021-06-17;Sincelejo;163;Mensajeria
2021-06-17;Sincelejo;67;Paqueteo 3-5
2021-06-17;Turbaco;2106;Mercancia
2021-06-17;Turbaco;363;Paquetes 1-2
2021-06-17;Turbaco;101;Mensajeria
2021-06-17;Turbaco;87;Paqueteo 3-5
2021-06-17;Yumbo;6491;Mercancia
2021-06-17;Yumbo;4275;Paquetes 1-2
2021-06-17;Yumbo;996;Paqueteo 3-5
2021-06-17;Yumbo;610;Mensajeria
2021-06-16;Barranquilla;2725;Mercancia
2021-06-16;Barranquilla;1822;Paquetes 1-2
2021-06-16;Barranquilla;369;Paqueteo 3-5
2021-06-16;Barranquilla;144;Mensajeria
2021-06-16;Bogota;22031;Mercancia
2021-06-16;Bogota;16116;Paquetes 1-2
2021-06-16;Bogota;3902;Paqueteo 3-5
2021-06-16;Bogota;1427;Mensajeria
2021-06-16;Bosconia;143;Mercancia
2021-06-16;Bosconia;98;Paquetes 1-2
2021-06-16;Bosconia;52;Mensajeria
2021-06-16;Bosconia;19;Paqueteo 3-5
2021-06-16;Bucaramanga;763;Paquetes 1-2
2021-06-16;Bucaramanga;661;Mercancia
2021-06-16;Bucaramanga;230;Mensajeria
2021-06-16;Bucaramanga;225;Paqueteo 3-5
2021-06-16;Cienaga;109;Mercancia
2021-06-16;Cienaga;87;Paquetes 1-2
2021-06-16;Cienaga;45;Mensajeria
2021-06-16;Cienaga;25;Paqueteo 3-5
2021-06-16;Cucuta;1421;Paqueteo 3-5
2021-06-16;Cucuta;886;Paquetes 1-2
2021-06-16;Cucuta;355;Mercancia
2021-06-16;Cucuta;91;Mensajeria
2021-06-16;Ibague;198;Mercancia
2021-06-16;Ibague;156;Paquetes 1-2
2021-06-16;Ibague;51;Mensajeria
2021-06-16;Ibague;49;Paqueteo 3-5
2021-06-16;Manizales;676;Mercancia
2021-06-16;Manizales;217;Paquetes 1-2
2021-06-16;Manizales;37;Mensajeria
2021-06-16;Manizales;35;Paqueteo 3-5
2021-06-16;Medellin;14061;Paquetes 1-2
2021-06-16;Medellin;13163;Mercancia
2021-06-16;Medellin;2587;Paqueteo 3-5
2021-06-16;Medellin;741;Mensajeria
2021-06-16;Neiva;173;Mercancia
2021-06-16;Neiva;135;Paquetes 1-2
2021-06-16;Neiva;67;Mensajeria
2021-06-16;Neiva;54;Paqueteo 3-5
2021-06-16;Pasto;118;Paquetes 1-2
2021-06-16;Pasto;107;Mercancia
2021-06-16;Pasto;55;Mensajeria
2021-06-16;Pasto;12;Paqueteo 3-5
2021-06-16;Pereira;1747;Mercancia
2021-06-16;Pereira;679;Paquetes 1-2
2021-06-16;Pereira;236;Mensajeria
2021-06-16;Pereira;167;Paqueteo 3-5
2021-06-16;Sin Terminal;26;Mercancia
2021-06-16;Sin Terminal;6;Paquetes 1-2
2021-06-16;Sin Terminal;1;Paqueteo 3-5
2021-06-16;Sincelejo;421;Paquetes 1-2
2021-06-16;Sincelejo;304;Mercancia
2021-06-16;Sincelejo;127;Mensajeria
2021-06-16;Sincelejo;49;Paqueteo 3-5
2021-06-16;Turbaco;1761;Mercancia
2021-06-16;Turbaco;427;Paquetes 1-2
2021-06-16;Turbaco;130;Mensajeria
2021-06-16;Turbaco;108;Paqueteo 3-5
2021-06-16;Yumbo;7889;Mercancia
2021-06-16;Yumbo;6290;Paquetes 1-2
2021-06-16;Yumbo;1508;Mensajeria
2021-06-16;Yumbo;1036;Paqueteo 3-5
2021-06-15;Barranquilla;2432;Mercancia
2021-06-15;Barranquilla;2041;Paquetes 1-2
2021-06-15;Barranquilla;454;Paqueteo 3-5
2021-06-15;Barranquilla;188;Mensajeria
2021-06-15;Bogota;22631;Mercancia
2021-06-15;Bogota;15312;Paquetes 1-2
2021-06-15;Bogota;4348;Paqueteo 3-5
2021-06-15;Bogota;2036;Mensajeria
2021-06-15;Bosconia;33;Paquetes 1-2
2021-06-15;Bosconia;22;Mensajeria
2021-06-15;Bosconia;22;Mercancia
2021-06-15;Bosconia;8;Paqueteo 3-5
2021-06-15;Bucaramanga;889;Paquetes 1-2
2021-06-15;Bucaramanga;746;Mercancia
2021-06-15;Bucaramanga;231;Mensajeria
2021-06-15;Bucaramanga;228;Paqueteo 3-5
2021-06-15;Cienaga;87;Paquetes 1-2
2021-06-15;Cienaga;37;Mercancia
2021-06-15;Cienaga;21;Mensajeria
2021-06-15;Cienaga;19;Paqueteo 3-5
2021-06-15;Cucuta;1648;Paqueteo 3-5
2021-06-15;Cucuta;980;Paquetes 1-2
2021-06-15;Cucuta;404;Mercancia
2021-06-15;Cucuta;71;Mensajeria
2021-06-15;Ibague;229;Mercancia
2021-06-15;Ibague;163;Paquetes 1-2
2021-06-15;Ibague;77;Paqueteo 3-5
2021-06-15;Ibague;36;Mensajeria
2021-06-15;Manizales;710;Mercancia
2021-06-15;Manizales;167;Paquetes 1-2
2021-06-15;Manizales;82;Mensajeria
2021-06-15;Manizales;39;Paqueteo 3-5
2021-06-15;Medellin;16417;Paquetes 1-2
2021-06-15;Medellin;13893;Mercancia
2021-06-15;Medellin;2793;Paqueteo 3-5
2021-06-15;Medellin;950;Mensajeria
2021-06-15;Neiva;185;Mercancia
2021-06-15;Neiva;92;Paquetes 1-2
2021-06-15;Neiva;65;Mensajeria
2021-06-15;Neiva;20;Paqueteo 3-5
2021-06-15;Pasto;178;Paquetes 1-2
2021-06-15;Pasto;79;Mensajeria
2021-06-15;Pasto;59;Mercancia
2021-06-15;Pasto;29;Paqueteo 3-5
2021-06-15;Pereira;1912;Mercancia
2021-06-15;Pereira;884;Paquetes 1-2
2021-06-15;Pereira;203;Mensajeria
2021-06-15;Pereira;174;Paqueteo 3-5
2021-06-15;Sin Terminal;5;Mercancia
2021-06-15;Sin Terminal;4;Paquetes 1-2
2021-06-15;Sin Terminal;2;Paqueteo 3-5
2021-06-15;Sin Terminal;1;Mensajeria
2021-06-15;Sincelejo;115;Mercancia
2021-06-15;Sincelejo;52;Paquetes 1-2
2021-06-15;Sincelejo;21;Paqueteo 3-5
2021-06-15;Sincelejo;1;Mensajeria
2021-06-15;Turbaco;631;Mercancia
2021-06-15;Turbaco;521;Paquetes 1-2
2021-06-15;Turbaco;112;Mensajeria
2021-06-15;Turbaco;60;Paqueteo 3-5
2021-06-15;Yumbo;8525;Mercancia
2021-06-15;Yumbo;2723;Paquetes 1-2
2021-06-15;Yumbo;754;Paqueteo 3-5
2021-06-15;Yumbo;243;Mensajeria
2021-06-14;Bogota;289;Mercancia
2021-06-14;Bogota;63;Paquetes 1-2
2021-06-14;Bogota;7;Paqueteo 3-5
2021-06-14;Bosconia;11;Mercancia
2021-06-14;Bosconia;4;Paquetes 1-2
2021-06-14;Bosconia;3;Mensajeria
2021-06-14;Bosconia;1;Paqueteo 3-5
2021-06-14;Bucaramanga;2;Paqueteo 3-5
2021-06-14;Cienaga;4;Mercancia
2021-06-14;Cienaga;4;Paquetes 1-2
2021-06-14;Cienaga;2;Paqueteo 3-5
2021-06-14;Ibague;3;Mercancia
2021-06-14;Medellin;2;Mercancia
2021-06-14;Medellin;2;Paquetes 1-2
2021-06-14;Medellin;1;Paqueteo 3-5
2021-06-14;Pasto;39;Paquetes 1-2
2021-06-14;Pasto;24;Mercancia
2021-06-14;Pasto;10;Paqueteo 3-5
2021-06-14;Pasto;4;Mensajeria
2021-06-14;Sin Terminal;1;Paqueteo 3-5
2021-06-14;Turbaco;2;Mercancia
2021-06-14;Yumbo;9;Paquetes 1-2
2021-06-14;Yumbo;3;Mercancia
2021-06-14;Yumbo;2;Mensajeria
2021-06-14;Yumbo;2;Paqueteo 3-5
2021-06-13;Barranquilla;205;Mercancia
2021-06-13;Barranquilla;25;Paquetes 1-2
2021-06-13;Barranquilla;23;Paqueteo 3-5
2021-06-13;Barranquilla;3;Mensajeria
2021-06-13;Bogota;230;Mercancia
2021-06-13;Bogota;147;Paquetes 1-2
2021-06-13;Bogota;9;Paqueteo 3-5
2021-06-13;Bosconia;2;Paquetes 1-2
2021-06-13;Bosconia;1;Paqueteo 3-5
2021-06-13;Bucaramanga;3;Mercancia
2021-06-13;Bucaramanga;1;Paqueteo 3-5
2021-06-13;Bucaramanga;1;Paquetes 1-2
2021-06-13;Cienaga;38;Paquetes 1-2
2021-06-13;Cienaga;32;Mercancia
2021-06-13;Cienaga;14;Mensajeria
2021-06-13;Cienaga;5;Paqueteo 3-5
2021-06-13;Ibague;9;Mercancia
2021-06-13;Ibague;3;Paqueteo 3-5
2021-06-13;Ibague;3;Paquetes 1-2
2021-06-13;Manizales;35;Mercancia
2021-06-13;Manizales;7;Paquetes 1-2
2021-06-13;Manizales;2;Paqueteo 3-5
2021-06-13;Medellin;310;Paquetes 1-2
2021-06-13;Medellin;259;Mercancia
2021-06-13;Medellin;92;Paqueteo 3-5
2021-06-13;Medellin;28;Mensajeria
2021-06-13;Pasto;18;Paquetes 1-2
2021-06-13;Pasto;13;Mercancia
2021-06-13;Pasto;13;Paqueteo 3-5
2021-06-13;Pereira;102;Mercancia
2021-06-13;Pereira;17;Paquetes 1-2
2021-06-13;Pereira;8;Paqueteo 3-5
2021-06-13;Pereira;1;Mensajeria
2021-06-13;Sin Terminal;1;Paqueteo 3-5
2021-06-13;Sincelejo;147;Paquetes 1-2
2021-06-13;Sincelejo;85;Mercancia
2021-06-13;Sincelejo;44;Mensajeria
2021-06-13;Sincelejo;38;Paqueteo 3-5
2021-06-13;Turbaco;758;Mercancia
2021-06-13;Turbaco;78;Paquetes 1-2
2021-06-13;Turbaco;26;Paqueteo 3-5
2021-06-13;Turbaco;16;Mensajeria
2021-06-13;Yumbo;3274;Mercancia
2021-06-13;Yumbo;167;Paquetes 1-2
2021-06-13;Yumbo;91;Paqueteo 3-5
2021-06-13;Yumbo;8;Mensajeria
2021-06-12;Barranquilla;1109;Mercancia
2021-06-12;Barranquilla;825;Paquetes 1-2
2021-06-12;Barranquilla;650;Mensajeria
2021-06-12;Barranquilla;174;Paqueteo 3-5
2021-06-12;Bogota;10541;Mercancia
2021-06-12;Bogota;7368;Paquetes 1-2
2021-06-12;Bogota;1593;Paqueteo 3-5
2021-06-12;Bogota;311;Mensajeria
2021-06-12;Bosconia;148;Paquetes 1-2
2021-06-12;Bosconia;98;Mercancia
2021-06-12;Bosconia;28;Mensajeria
2021-06-12;Bosconia;19;Paqueteo 3-5
2021-06-12;Bucaramanga;673;Paquetes 1-2
2021-06-12;Bucaramanga;480;Mercancia
2021-06-12;Bucaramanga;127;Paqueteo 3-5
2021-06-12;Bucaramanga;92;Mensajeria
2021-06-12;Cienaga;109;Paquetes 1-2
2021-06-12;Cienaga;86;Mercancia
2021-06-12;Cienaga;27;Paqueteo 3-5
2021-06-12;Cienaga;15;Mensajeria
2021-06-12;Cucuta;564;Paqueteo 3-5
2021-06-12;Cucuta;425;Paquetes 1-2
2021-06-12;Cucuta;217;Mercancia
2021-06-12;Cucuta;38;Mensajeria
2021-06-12;Ibague;229;Mercancia
2021-06-12;Ibague;206;Paquetes 1-2
2021-06-12;Ibague;106;Mensajeria
2021-06-12;Ibague;21;Paqueteo 3-5
2021-06-12;Manizales;476;Mercancia
2021-06-12;Manizales;106;Paquetes 1-2
2021-06-12;Manizales;36;Mensajeria
2021-06-12;Manizales;22;Paqueteo 3-5
2021-06-12;Medellin;6283;Mercancia
2021-06-12;Medellin;6206;Paquetes 1-2
2021-06-12;Medellin;1132;Paqueteo 3-5
2021-06-12;Medellin;280;Mensajeria
2021-06-12;Neiva;104;Paquetes 1-2
2021-06-12;Neiva;93;Mercancia
2021-06-12;Neiva;78;Mensajeria
2021-06-12;Neiva;34;Paqueteo 3-5
2021-06-12;Pasto;95;Paquetes 1-2
2021-06-12;Pasto;85;Mercancia
2021-06-12;Pasto;23;Mensajeria
2021-06-12;Pasto;22;Paqueteo 3-5
2021-06-12;Pereira;937;Mercancia
2021-06-12;Pereira;243;Paquetes 1-2
2021-06-12;Pereira;127;Mensajeria
2021-06-12;Pereira;74;Paqueteo 3-5
2021-06-12;Sin Terminal;16;Paquetes 1-2
2021-06-12;Sin Terminal;2;Paqueteo 3-5
2021-06-12;Sin Terminal;1;Mercancia
2021-06-12;Sincelejo;494;Paquetes 1-2
2021-06-12;Sincelejo;291;Mercancia
2021-06-12;Sincelejo;174;Mensajeria
2021-06-12;Sincelejo;90;Paqueteo 3-5
2021-06-12;Turbaco;2508;Mercancia
2021-06-12;Turbaco;212;Paquetes 1-2
2021-06-12;Turbaco;58;Mensajeria
2021-06-12;Turbaco;36;Paqueteo 3-5
2021-06-12;Yumbo;3981;Mercancia
2021-06-12;Yumbo;2462;Paquetes 1-2
2021-06-12;Yumbo;569;Paqueteo 3-5
2021-06-12;Yumbo;318;Mensajeria
2021-06-11;Barranquilla;2629;Mercancia
2021-06-11;Barranquilla;1255;Paquetes 1-2
2021-06-11;Barranquilla;330;Paqueteo 3-5
2021-06-11;Barranquilla;153;Mensajeria
2021-06-11;Bogota;20391;Mercancia
2021-06-11;Bogota;10756;Paquetes 1-2
2021-06-11;Bogota;2906;Paqueteo 3-5
2021-06-11;Bogota;1936;Mensajeria
2021-06-11;Bosconia;80;Mercancia
2021-06-11;Bosconia;72;Paquetes 1-2
2021-06-11;Bosconia;27;Mensajeria
2021-06-11;Bosconia;19;Paqueteo 3-5
2021-06-11;Bucaramanga;705;Paquetes 1-2
2021-06-11;Bucaramanga;680;Mercancia
2021-06-11;Bucaramanga;182;Paqueteo 3-5
2021-06-11;Bucaramanga;157;Mensajeria
2021-06-11;Cienaga;233;Paquetes 1-2
2021-06-11;Cienaga;153;Mercancia
2021-06-11;Cienaga;38;Mensajeria
2021-06-11;Cienaga;35;Paqueteo 3-5
2021-06-11;Cucuta;584;Paqueteo 3-5
2021-06-11;Cucuta;461;Paquetes 1-2
2021-06-11;Cucuta;206;Mercancia
2021-06-11;Cucuta;54;Mensajeria
2021-06-11;Ibague;317;Mercancia
2021-06-11;Ibague;160;Paquetes 1-2
2021-06-11;Ibague;52;Paqueteo 3-5
2021-06-11;Ibague;35;Mensajeria
2021-06-11;Manizales;766;Mercancia
2021-06-11;Manizales;139;Paquetes 1-2
2021-06-11;Manizales;58;Mensajeria
2021-06-11;Manizales;24;Paqueteo 3-5
2021-06-11;Medellin;11589;Mercancia
2021-06-11;Medellin;9231;Paquetes 1-2
2021-06-11;Medellin;1576;Paqueteo 3-5
2021-06-11;Medellin;705;Mensajeria
2021-06-11;Neiva;118;Paquetes 1-2
2021-06-11;Neiva;88;Mercancia
2021-06-11;Neiva;39;Paqueteo 3-5
2021-06-11;Neiva;34;Mensajeria
2021-06-11;Pasto;197;Paquetes 1-2
2021-06-11;Pasto;147;Mercancia
2021-06-11;Pasto;52;Mensajeria
2021-06-11;Pasto;44;Paqueteo 3-5
2021-06-11;Pereira;1252;Mercancia
2021-06-11;Pereira;404;Paquetes 1-2
2021-06-11;Pereira;185;Mensajeria
2021-06-11;Pereira;104;Paqueteo 3-5
2021-06-11;Sin Terminal;67;Paquetes 1-2
2021-06-11;Sin Terminal;6;Mercancia
2021-06-11;Sin Terminal;2;Mensajeria
2021-06-11;Sin Terminal;2;Paqueteo 3-5
2021-06-11;Sincelejo;347;Paquetes 1-2
2021-06-11;Sincelejo;195;Mercancia
2021-06-11;Sincelejo;105;Mensajeria
2021-06-11;Sincelejo;46;Paqueteo 3-5
2021-06-11;Turbaco;4152;Mercancia
2021-06-11;Turbaco;321;Paquetes 1-2
2021-06-11;Turbaco;94;Paqueteo 3-5
2021-06-11;Turbaco;55;Mensajeria
2021-06-11;Yumbo;8649;Mercancia
2021-06-11;Yumbo;3227;Paquetes 1-2
2021-06-11;Yumbo;780;Paqueteo 3-5
2021-06-11;Yumbo;366;Mensajeria
2021-06-10;Barranquilla;2078;Mercancia
2021-06-10;Barranquilla;1331;Paquetes 1-2
2021-06-10;Barranquilla;307;Paqueteo 3-5
2021-06-10;Barranquilla;148;Mensajeria
2021-06-10;Bogota;18618;Mercancia
2021-06-10;Bogota;10465;Paquetes 1-2
2021-06-10;Bogota;3201;Paqueteo 3-5
2021-06-10;Bogota;1762;Mensajeria
2021-06-10;Bosconia;11;Mercancia
2021-06-10;Bosconia;11;Paquetes 1-2
