Week;Terminal_origen;productoMaestro;recogidas
2021-06-21;Pasto;Paquetes 1-2;47
2021-06-21;Pasto;Mensajeria;34
2021-06-21;Pasto;Paqueteo 3-5;15
2021-06-21;Pereira;Mercancia;1795
2021-06-21;Pereira;Paquetes 1-2;640
2021-06-21;Pereira;Mensajeria;179
2021-06-21;Pereira;Paqueteo 3-5;159
2021-06-21;Sincelejo;Mercancia;164
2021-06-21;Sincelejo;Paquetes 1-2;74
2021-06-21;Sincelejo;Paqueteo 3-5;46
2021-06-21;Sincelejo;Mensajeria;2
2021-06-21;Turbaco;Mercancia;480
2021-06-21;Turbaco;Paquetes 1-2;369
2021-06-21;Turbaco;Mensajeria;103
2021-06-21;Turbaco;Paqueteo 3-5;101
2021-06-21;Yumbo;Mercancia;4276
2021-06-21;Yumbo;Paquetes 1-2;2970
2021-06-21;Yumbo;Paqueteo 3-5;686
2021-06-21;Yumbo;Mensajeria;345
2021-06-20;Barranquilla;Mercancia;86
2021-06-20;Barranquilla;Paquetes 1-2;48
2021-06-20;Barranquilla;Paqueteo 3-5;9
2021-06-20;Barranquilla;Mensajeria;1
2021-06-20;Bogota;Mercancia;72
2021-06-20;Bogota;Paquetes 1-2;65
2021-06-20;Bogota;Mensajeria;6
2021-06-20;Bogota;Paqueteo 3-5;5
2021-06-20;Bosconia;Paquetes 1-2;21
2021-06-20;Bosconia;Mercancia;13
2021-06-20;Bosconia;Mensajeria;10
2021-06-20;Bosconia;Paqueteo 3-5;4
2021-06-20;Bucaramanga;Paquetes 1-2;16
2021-06-20;Bucaramanga;Mercancia;5
2021-06-20;Bucaramanga;Paqueteo 3-5;1
2021-06-20;Cienaga;Paquetes 1-2;30
2021-06-20;Cienaga;Mercancia;21
2021-06-20;Cienaga;Mensajeria;12
2021-06-20;Cienaga;Paqueteo 3-5;9
2021-06-20;Cucuta;Paqueteo 3-5;144
2021-06-20;Cucuta;Paquetes 1-2;40
2021-06-20;Cucuta;Mercancia;20
2021-06-20;Cucuta;Mensajeria;18
2021-06-20;Ibague;Mercancia;18
2021-06-20;Ibague;Paquetes 1-2;8
2021-06-20;Ibague;Paqueteo 3-5;5
2021-06-20;Manizales;Mercancia;67
2021-06-20;Manizales;Paquetes 1-2;7
2021-06-20;Manizales;Mensajeria;2
2021-06-20;Manizales;Paqueteo 3-5;1
2021-06-20;Medellin;Paquetes 1-2;604
2021-06-20;Medellin;Mercancia;332
2021-06-20;Medellin;Paqueteo 3-5;63
2021-06-20;Medellin;Mensajeria;36
2021-06-20;Pasto;Paquetes 1-2;6
2021-06-20;Pasto;Paqueteo 3-5;2
2021-06-20;Pasto;Mercancia;1
2021-06-20;Pereira;Mercancia;94
2021-06-20;Pereira;Paquetes 1-2;8
2021-06-20;Pereira;Paqueteo 3-5;2
2021-06-20;Sincelejo;Paquetes 1-2;229
2021-06-20;Sincelejo;Mercancia;123
2021-06-20;Sincelejo;Mensajeria;74
2021-06-20;Sincelejo;Paqueteo 3-5;20
2021-06-20;Turbaco;Mercancia;183
2021-06-20;Turbaco;Paquetes 1-2;125
2021-06-20;Turbaco;Paqueteo 3-5;28
2021-06-20;Turbaco;Mensajeria;26
2021-06-20;Yumbo;Mercancia;413
2021-06-20;Yumbo;Paquetes 1-2;190
2021-06-20;Yumbo;Paqueteo 3-5;74
2021-06-20;Yumbo;Mensajeria;17
2021-06-19;Barranquilla;Mercancia;1030
2021-06-19;Barranquilla;Paquetes 1-2;834
2021-06-19;Barranquilla;Paqueteo 3-5;189
2021-06-19;Barranquilla;Mensajeria;98
2021-06-19;Bogota;Mercancia;10976
2021-06-19;Bogota;Paquetes 1-2;8040
2021-06-19;Bogota;Paqueteo 3-5;2114
2021-06-19;Bogota;Mensajeria;254
2021-06-19;Bosconia;Paquetes 1-2;96
2021-06-19;Bosconia;Mercancia;72
2021-06-19;Bosconia;Paqueteo 3-5;58
2021-06-19;Bosconia;Mensajeria;42
2021-06-19;Bucaramanga;Paquetes 1-2;727
2021-06-19;Bucaramanga;Mercancia;488
2021-06-19;Bucaramanga;Paqueteo 3-5;159
2021-06-19;Bucaramanga;Mensajeria;72
2021-06-19;Cienaga;Paquetes 1-2;165
2021-06-19;Cienaga;Mercancia;113
2021-06-19;Cienaga;Paqueteo 3-5;40
2021-06-19;Cienaga;Mensajeria;34
2021-06-19;Cucuta;Paqueteo 3-5;1334
2021-06-19;Cucuta;Paquetes 1-2;424
2021-06-19;Cucuta;Mercancia;175
2021-06-19;Cucuta;Mensajeria;30
2021-06-19;Ibague;Paquetes 1-2;275
2021-06-19;Ibague;Mercancia;149
2021-06-19;Ibague;Paqueteo 3-5;67
2021-06-19;Ibague;Mensajeria;62
2021-06-19;Manizales;Mercancia;454
2021-06-19;Manizales;Paquetes 1-2;90
2021-06-19;Manizales;Mensajeria;48
2021-06-19;Manizales;Paqueteo 3-5;14
2021-06-19;Medellin;Paquetes 1-2;6644
2021-06-19;Medellin;Mercancia;5851
2021-06-19;Medellin;Paqueteo 3-5;1175
2021-06-19;Medellin;Mensajeria;237
2021-06-19;Neiva;Mercancia;88
2021-06-19;Neiva;Paquetes 1-2;66
2021-06-19;Neiva;Paqueteo 3-5;48
2021-06-19;Neiva;Mensajeria;24
2021-06-19;Pasto;Paquetes 1-2;159
2021-06-19;Pasto;Mercancia;114
2021-06-19;Pasto;Mensajeria;109
2021-06-19;Pasto;Paqueteo 3-5;32
2021-06-19;Pereira;Mercancia;973
2021-06-19;Pereira;Paquetes 1-2;362
2021-06-19;Pereira;Mensajeria;142
2021-06-19;Pereira;Paqueteo 3-5;77
2021-06-19;Sin Terminal;Paqueteo 3-5;3
2021-06-19;Sin Terminal;Mercancia;2
2021-06-19;Sin Terminal;Paquetes 1-2;1
2021-06-19;Sincelejo;Paquetes 1-2;336
2021-06-19;Sincelejo;Mercancia;139
2021-06-19;Sincelejo;Mensajeria;88
2021-06-19;Sincelejo;Paqueteo 3-5;42
2021-06-19;Turbaco;Mercancia;819
2021-06-19;Turbaco;Paquetes 1-2;220
2021-06-19;Turbaco;Paqueteo 3-5;60
2021-06-19;Turbaco;Mensajeria;42
2021-06-19;Yumbo;Mercancia;4656
2021-06-19;Yumbo;Paquetes 1-2;2498
2021-06-19;Yumbo;Paqueteo 3-5;532
2021-06-19;Yumbo;Mensajeria;358
2021-06-18;Barranquilla;Mercancia;1906
2021-06-18;Barranquilla;Paquetes 1-2;1481
2021-06-18;Barranquilla;Paqueteo 3-5;341
2021-06-18;Barranquilla;Mensajeria;184
2021-06-18;Bogota;Mercancia;21580
2021-06-18;Bogota;Paquetes 1-2;13214
2021-06-18;Bogota;Paqueteo 3-5;3953
2021-06-18;Bogota;Mensajeria;1480
2021-06-18;Bosconia;Mercancia;67
2021-06-18;Bosconia;Paquetes 1-2;50
2021-06-18;Bosconia;Mensajeria;32
2021-06-18;Bosconia;Paqueteo 3-5;17
2021-06-18;Bucaramanga;Paquetes 1-2;763
2021-06-18;Bucaramanga;Mercancia;683
2021-06-18;Bucaramanga;Paqueteo 3-5;206
2021-06-18;Bucaramanga;Mensajeria;129
2021-06-18;Cienaga;Mercancia;100
2021-06-18;Cienaga;Paquetes 1-2;89
2021-06-18;Cienaga;Mensajeria;55
2021-06-18;Cienaga;Paqueteo 3-5;36
2021-06-18;Cucuta;Paqueteo 3-5;991
2021-06-18;Cucuta;Paquetes 1-2;605
2021-06-18;Cucuta;Mercancia;397
2021-06-18;Cucuta;Mensajeria;37
2021-06-18;Ibague;Mercancia;135
2021-06-18;Ibague;Paquetes 1-2;35
2021-06-18;Ibague;Paqueteo 3-5;21
2021-06-18;Ibague;Mensajeria;5
2021-06-18;Manizales;Mercancia;549
2021-06-18;Manizales;Paquetes 1-2;163
2021-06-18;Manizales;Mensajeria;59
2021-06-18;Manizales;Paqueteo 3-5;36
2021-06-18;Medellin;Mercancia;11810
2021-06-18;Medellin;Paquetes 1-2;11658
2021-06-18;Medellin;Paqueteo 3-5;2151
2021-06-18;Medellin;Mensajeria;788
2021-06-18;Neiva;Mercancia;162
2021-06-18;Neiva;Paquetes 1-2;102
2021-06-18;Neiva;Mensajeria;80
2021-06-18;Neiva;Paqueteo 3-5;45
2021-06-18;Pasto;Paquetes 1-2;121
2021-06-18;Pasto;Mercancia;63
2021-06-18;Pasto;Mensajeria;46
2021-06-18;Pasto;Paqueteo 3-5;36
2021-06-18;Pereira;Mercancia;1518
2021-06-18;Pereira;Paquetes 1-2;442
2021-06-18;Pereira;Mensajeria;134
2021-06-18;Pereira;Paqueteo 3-5;128
2021-06-18;Sin Terminal;Mercancia;7
2021-06-18;Sincelejo;Paquetes 1-2;390
2021-06-18;Sincelejo;Mercancia;246
2021-06-18;Sincelejo;Mensajeria;110
2021-06-18;Sincelejo;Paqueteo 3-5;52
2021-06-18;Turbaco;Mercancia;690
2021-06-18;Turbaco;Paquetes 1-2;323
2021-06-18;Turbaco;Paqueteo 3-5;105
2021-06-18;Turbaco;Mensajeria;78
2021-06-18;Yumbo;Mercancia;5042
2021-06-18;Yumbo;Paquetes 1-2;3306
2021-06-18;Yumbo;Paqueteo 3-5;907
2021-06-18;Yumbo;Mensajeria;339
2021-06-17;Barranquilla;Mercancia;1866
2021-06-17;Barranquilla;Paquetes 1-2;1498
2021-06-17;Barranquilla;Paqueteo 3-5;318
2021-06-17;Barranquilla;Mensajeria;245
2021-06-17;Bogota;Mercancia;22178
2021-06-17;Bogota;Paquetes 1-2;14408
2021-06-17;Bogota;Paqueteo 3-5;3898
2021-06-17;Bogota;Mensajeria;1419
2021-06-17;Bosconia;Paquetes 1-2;86
2021-06-17;Bosconia;Mercancia;59
2021-06-17;Bosconia;Mensajeria;35
2021-06-17;Bosconia;Paqueteo 3-5;28
2021-06-17;Bucaramanga;Mercancia;651
2021-06-17;Bucaramanga;Paquetes 1-2;647
2021-06-17;Bucaramanga;Paqueteo 3-5;168
2021-06-17;Bucaramanga;Mensajeria;152
2021-06-17;Cienaga;Paquetes 1-2;113
2021-06-17;Cienaga;Mercancia;83
2021-06-17;Cienaga;Mensajeria;50
2021-06-17;Cienaga;Paqueteo 3-5;42
2021-06-17;Cucuta;Paqueteo 3-5;578
2021-06-17;Cucuta;Paquetes 1-2;527
2021-06-17;Cucuta;Mercancia;229
2021-06-17;Cucuta;Mensajeria;33
2021-06-17;Ibague;Mercancia;143
2021-06-17;Ibague;Paquetes 1-2;133
2021-06-17;Ibague;Paqueteo 3-5;55
2021-06-17;Ibague;Mensajeria;52
2021-06-17;Manizales;Mercancia;445
2021-06-17;Manizales;Paquetes 1-2;133
2021-06-17;Manizales;Mensajeria;56
2021-06-17;Manizales;Paqueteo 3-5;31
2021-06-17;Medellin;Paquetes 1-2;11477
2021-06-17;Medellin;Mercancia;11281
2021-06-17;Medellin;Paqueteo 3-5;1914
2021-06-17;Medellin;Mensajeria;893
2021-06-17;Neiva;Mercancia;117
2021-06-17;Neiva;Paquetes 1-2;93
2021-06-17;Neiva;Mensajeria;35
2021-06-17;Neiva;Paqueteo 3-5;19
2021-06-17;Pasto;Mercancia;168
2021-06-17;Pasto;Paquetes 1-2;165
2021-06-17;Pasto;Mensajeria;104
2021-06-17;Pasto;Paqueteo 3-5;64
2021-06-17;Pereira;Mercancia;1164
2021-06-17;Pereira;Paquetes 1-2;613
2021-06-17;Pereira;Paqueteo 3-5;177
2021-06-17;Pereira;Mensajeria;160
2021-06-17;Sin Terminal;Paqueteo 3-5;1
2021-06-17;Sin Terminal;Paquetes 1-2;1
2021-06-17;Sincelejo;Paquetes 1-2;421
2021-06-17;Sincelejo;Mercancia;299
2021-06-17;Sincelejo;Mensajeria;163
2021-06-17;Sincelejo;Paqueteo 3-5;67
2021-06-17;Turbaco;Mercancia;2106
2021-06-17;Turbaco;Paquetes 1-2;363
2021-06-17;Turbaco;Mensajeria;101
2021-06-17;Turbaco;Paqueteo 3-5;87
2021-06-17;Yumbo;Mercancia;6491
2021-06-17;Yumbo;Paquetes 1-2;4275
2021-06-17;Yumbo;Paqueteo 3-5;996
2021-06-17;Yumbo;Mensajeria;610
2021-06-16;Barranquilla;Mercancia;2725
2021-06-16;Barranquilla;Paquetes 1-2;1822
2021-06-16;Barranquilla;Paqueteo 3-5;369
2021-06-16;Barranquilla;Mensajeria;144
2021-06-16;Bogota;Mercancia;22031
2021-06-16;Bogota;Paquetes 1-2;16116
2021-06-16;Bogota;Paqueteo 3-5;3902
2021-06-16;Bogota;Mensajeria;1427
2021-06-16;Bosconia;Mercancia;143
2021-06-16;Bosconia;Paquetes 1-2;98
2021-06-16;Bosconia;Mensajeria;52
2021-06-16;Bosconia;Paqueteo 3-5;19
2021-06-16;Bucaramanga;Paquetes 1-2;763
2021-06-16;Bucaramanga;Mercancia;661
2021-06-16;Bucaramanga;Mensajeria;230
2021-06-16;Bucaramanga;Paqueteo 3-5;225
2021-06-16;Cienaga;Mercancia;109
2021-06-16;Cienaga;Paquetes 1-2;87
2021-06-16;Cienaga;Mensajeria;45
2021-06-16;Cienaga;Paqueteo 3-5;25
2021-06-16;Cucuta;Paqueteo 3-5;1421
2021-06-16;Cucuta;Paquetes 1-2;886
2021-06-16;Cucuta;Mercancia;355
2021-06-16;Cucuta;Mensajeria;91
2021-06-16;Ibague;Mercancia;198
2021-06-16;Ibague;Paquetes 1-2;156
2021-06-16;Ibague;Mensajeria;51
2021-06-16;Ibague;Paqueteo 3-5;49
2021-06-16;Manizales;Mercancia;676
2021-06-16;Manizales;Paquetes 1-2;217
2021-06-16;Manizales;Mensajeria;37
2021-06-16;Manizales;Paqueteo 3-5;35
2021-06-16;Medellin;Paquetes 1-2;14061
2021-06-16;Medellin;Mercancia;13163
2021-06-16;Medellin;Paqueteo 3-5;2587
2021-06-16;Medellin;Mensajeria;741
2021-06-16;Neiva;Mercancia;173
2021-06-16;Neiva;Paquetes 1-2;135
2021-06-16;Neiva;Mensajeria;67
2021-06-16;Neiva;Paqueteo 3-5;54
2021-06-16;Pasto;Paquetes 1-2;118
2021-06-16;Pasto;Mercancia;107
2021-06-16;Pasto;Mensajeria;55
2021-06-16;Pasto;Paqueteo 3-5;12
2021-06-16;Pereira;Mercancia;1747
2021-06-16;Pereira;Paquetes 1-2;679
2021-06-16;Pereira;Mensajeria;236
2021-06-16;Pereira;Paqueteo 3-5;167
2021-06-16;Sin Terminal;Mercancia;26
2021-06-16;Sin Terminal;Paquetes 1-2;6
2021-06-16;Sin Terminal;Paqueteo 3-5;1
2021-06-16;Sincelejo;Paquetes 1-2;421
2021-06-16;Sincelejo;Mercancia;304
2021-06-16;Sincelejo;Mensajeria;127
2021-06-16;Sincelejo;Paqueteo 3-5;49
2021-06-16;Turbaco;Mercancia;1761
2021-06-16;Turbaco;Paquetes 1-2;427
2021-06-16;Turbaco;Mensajeria;130
2021-06-16;Turbaco;Paqueteo 3-5;108
2021-06-16;Yumbo;Mercancia;7889
2021-06-16;Yumbo;Paquetes 1-2;6290
2021-06-16;Yumbo;Mensajeria;1508
2021-06-16;Yumbo;Paqueteo 3-5;1036
2021-06-15;Barranquilla;Mercancia;2432
2021-06-15;Barranquilla;Paquetes 1-2;2041
2021-06-15;Barranquilla;Paqueteo 3-5;454
2021-06-15;Barranquilla;Mensajeria;188
2021-06-15;Bogota;Mercancia;22631
2021-06-15;Bogota;Paquetes 1-2;15312
2021-06-15;Bogota;Paqueteo 3-5;4348
2021-06-15;Bogota;Mensajeria;2036
2021-06-15;Bosconia;Paquetes 1-2;33
2021-06-15;Bosconia;Mensajeria;22
2021-06-15;Bosconia;Mercancia;22
2021-06-15;Bosconia;Paqueteo 3-5;8
2021-06-15;Bucaramanga;Paquetes 1-2;889
2021-06-15;Bucaramanga;Mercancia;746
2021-06-15;Bucaramanga;Mensajeria;231
2021-06-15;Bucaramanga;Paqueteo 3-5;228
2021-06-15;Cienaga;Paquetes 1-2;87
2021-06-15;Cienaga;Mercancia;37
2021-06-15;Cienaga;Mensajeria;21
2021-06-15;Cienaga;Paqueteo 3-5;19
2021-06-15;Cucuta;Paqueteo 3-5;1648
2021-06-15;Cucuta;Paquetes 1-2;980
2021-06-15;Cucuta;Mercancia;404
2021-06-15;Cucuta;Mensajeria;71
2021-06-15;Ibague;Mercancia;229
2021-06-15;Ibague;Paquetes 1-2;163
2021-06-15;Ibague;Paqueteo 3-5;77
2021-06-15;Ibague;Mensajeria;36
2021-06-15;Manizales;Mercancia;710
2021-06-15;Manizales;Paquetes 1-2;167
2021-06-15;Manizales;Mensajeria;82
2021-06-15;Manizales;Paqueteo 3-5;39
2021-06-15;Medellin;Paquetes 1-2;16417
2021-06-15;Medellin;Mercancia;13893
2021-06-15;Medellin;Paqueteo 3-5;2793
2021-06-15;Medellin;Mensajeria;950
2021-06-15;Neiva;Mercancia;185
2021-06-15;Neiva;Paquetes 1-2;92
2021-06-15;Neiva;Mensajeria;65
2021-06-15;Neiva;Paqueteo 3-5;20
2021-06-15;Pasto;Paquetes 1-2;178
2021-06-15;Pasto;Mensajeria;79
2021-06-15;Pasto;Mercancia;59
2021-06-15;Pasto;Paqueteo 3-5;29
2021-06-15;Pereira;Mercancia;1912
2021-06-15;Pereira;Paquetes 1-2;884
2021-06-15;Pereira;Mensajeria;203
2021-06-15;Pereira;Paqueteo 3-5;174
2021-06-15;Sin Terminal;Mercancia;5
2021-06-15;Sin Terminal;Paquetes 1-2;4
2021-06-15;Sin Terminal;Paqueteo 3-5;2
2021-06-15;Sin Terminal;Mensajeria;1
2021-06-15;Sincelejo;Mercancia;115
2021-06-15;Sincelejo;Paquetes 1-2;52
2021-06-15;Sincelejo;Paqueteo 3-5;21
2021-06-15;Sincelejo;Mensajeria;1
2021-06-15;Turbaco;Mercancia;631
2021-06-15;Turbaco;Paquetes 1-2;521
2021-06-15;Turbaco;Mensajeria;112
2021-06-15;Turbaco;Paqueteo 3-5;60
2021-06-15;Yumbo;Mercancia;8525
2021-06-15;Yumbo;Paquetes 1-2;2723
2021-06-15;Yumbo;Paqueteo 3-5;754
2021-06-15;Yumbo;Mensajeria;243
2021-06-14;Bogota;Mercancia;289
2021-06-14;Bogota;Paquetes 1-2;63
2021-06-14;Bogota;Paqueteo 3-5;7
2021-06-14;Bosconia;Mercancia;11
2021-06-14;Bosconia;Paquetes 1-2;4
2021-06-14;Bosconia;Mensajeria;3
2021-06-14;Bosconia;Paqueteo 3-5;1
2021-06-14;Bucaramanga;Paqueteo 3-5;2
2021-06-14;Cienaga;Mercancia;4
2021-06-14;Cienaga;Paquetes 1-2;4
2021-06-14;Cienaga;Paqueteo 3-5;2
2021-06-14;Ibague;Mercancia;3
2021-06-14;Medellin;Mercancia;2
2021-06-14;Medellin;Paquetes 1-2;2
2021-06-14;Medellin;Paqueteo 3-5;1
2021-06-14;Pasto;Paquetes 1-2;39
2021-06-14;Pasto;Mercancia;24
2021-06-14;Pasto;Paqueteo 3-5;10
2021-06-14;Pasto;Mensajeria;4
2021-06-14;Sin Terminal;Paqueteo 3-5;1
2021-06-14;Turbaco;Mercancia;2
2021-06-14;Yumbo;Paquetes 1-2;9
2021-06-14;Yumbo;Mercancia;3
2021-06-14;Yumbo;Mensajeria;2
2021-06-14;Yumbo;Paqueteo 3-5;2
2021-06-13;Barranquilla;Mercancia;205
2021-06-13;Barranquilla;Paquetes 1-2;25
2021-06-13;Barranquilla;Paqueteo 3-5;23
2021-06-13;Barranquilla;Mensajeria;3
2021-06-13;Bogota;Mercancia;230
2021-06-13;Bogota;Paquetes 1-2;147
2021-06-13;Bogota;Paqueteo 3-5;9
2021-06-13;Bosconia;Paquetes 1-2;2
2021-06-13;Bosconia;Paqueteo 3-5;1
2021-06-13;Bucaramanga;Mercancia;3
2021-06-13;Bucaramanga;Paqueteo 3-5;1
2021-06-13;Bucaramanga;Paquetes 1-2;1
2021-06-13;Cienaga;Paquetes 1-2;38
2021-06-13;Cienaga;Mercancia;32
2021-06-13;Cienaga;Mensajeria;14
2021-06-13;Cienaga;Paqueteo 3-5;5
2021-06-13;Ibague;Mercancia;9
2021-06-13;Ibague;Paqueteo 3-5;3
2021-06-13;Ibague;Paquetes 1-2;3
2021-06-13;Manizales;Mercancia;35
2021-06-13;Manizales;Paquetes 1-2;7
2021-06-13;Manizales;Paqueteo 3-5;2
2021-06-13;Medellin;Paquetes 1-2;310
2021-06-13;Medellin;Mercancia;259
2021-06-13;Medellin;Paqueteo 3-5;92
2021-06-13;Medellin;Mensajeria;28
2021-06-13;Pasto;Paquetes 1-2;18
2021-06-13;Pasto;Mercancia;13
2021-06-13;Pasto;Paqueteo 3-5;13
2021-06-13;Pereira;Mercancia;102
2021-06-13;Pereira;Paquetes 1-2;17
2021-06-13;Pereira;Paqueteo 3-5;8
2021-06-13;Pereira;Mensajeria;1
2021-06-13;Sin Terminal;Paqueteo 3-5;1
2021-06-13;Sincelejo;Paquetes 1-2;147
2021-06-13;Sincelejo;Mercancia;85
2021-06-13;Sincelejo;Mensajeria;44
2021-06-13;Sincelejo;Paqueteo 3-5;38
2021-06-13;Turbaco;Mercancia;758
2021-06-13;Turbaco;Paquetes 1-2;78
2021-06-13;Turbaco;Paqueteo 3-5;26
2021-06-13;Turbaco;Mensajeria;16
2021-06-13;Yumbo;Mercancia;3274
2021-06-13;Yumbo;Paquetes 1-2;167
2021-06-13;Yumbo;Paqueteo 3-5;91
2021-06-13;Yumbo;Mensajeria;8
2021-06-12;Barranquilla;Mercancia;1109
2021-06-12;Barranquilla;Paquetes 1-2;825
2021-06-12;Barranquilla;Mensajeria;650
2021-06-12;Barranquilla;Paqueteo 3-5;174
2021-06-12;Bogota;Mercancia;10541
2021-06-12;Bogota;Paquetes 1-2;7368
2021-06-12;Bogota;Paqueteo 3-5;1593
2021-06-12;Bogota;Mensajeria;311
2021-06-12;Bosconia;Paquetes 1-2;148
2021-06-12;Bosconia;Mercancia;98
2021-06-12;Bosconia;Mensajeria;28
2021-06-12;Bosconia;Paqueteo 3-5;19
2021-06-12;Bucaramanga;Paquetes 1-2;673
2021-06-12;Bucaramanga;Mercancia;480
2021-06-12;Bucaramanga;Paqueteo 3-5;127
2021-06-12;Bucaramanga;Mensajeria;92
2021-06-12;Cienaga;Paquetes 1-2;109
2021-06-12;Cienaga;Mercancia;86
2021-06-12;Cienaga;Paqueteo 3-5;27
2021-06-12;Cienaga;Mensajeria;15
2021-06-12;Cucuta;Paqueteo 3-5;564
2021-06-12;Cucuta;Paquetes 1-2;425
2021-06-12;Cucuta;Mercancia;217
2021-06-12;Cucuta;Mensajeria;38
2021-06-12;Ibague;Mercancia;229
2021-06-12;Ibague;Paquetes 1-2;206
2021-06-12;Ibague;Mensajeria;106
2021-06-12;Ibague;Paqueteo 3-5;21
2021-06-12;Manizales;Mercancia;476
2021-06-12;Manizales;Paquetes 1-2;106
2021-06-12;Manizales;Mensajeria;36
2021-06-12;Manizales;Paqueteo 3-5;22
2021-06-12;Medellin;Mercancia;6283
2021-06-12;Medellin;Paquetes 1-2;6206
2021-06-12;Medellin;Paqueteo 3-5;1132
2021-06-12;Medellin;Mensajeria;280
2021-06-12;Neiva;Paquetes 1-2;104
2021-06-12;Neiva;Mercancia;93
2021-06-12;Neiva;Mensajeria;78
2021-06-12;Neiva;Paqueteo 3-5;34
2021-06-12;Pasto;Paquetes 1-2;95
2021-06-12;Pasto;Mercancia;85
2021-06-12;Pasto;Mensajeria;23
2021-06-12;Pasto;Paqueteo 3-5;22
2021-06-12;Pereira;Mercancia;937
2021-06-12;Pereira;Paquetes 1-2;243
2021-06-12;Pereira;Mensajeria;127
2021-06-12;Pereira;Paqueteo 3-5;74
2021-06-12;Sin Terminal;Paquetes 1-2;16
2021-06-12;Sin Terminal;Paqueteo 3-5;2
2021-06-12;Sin Terminal;Mercancia;1
2021-06-12;Sincelejo;Paquetes 1-2;494
2021-06-12;Sincelejo;Mercancia;291
2021-06-12;Sincelejo;Mensajeria;174
2021-06-12;Sincelejo;Paqueteo 3-5;90
2021-06-12;Turbaco;Mercancia;2508
2021-06-12;Turbaco;Paquetes 1-2;212
2021-06-12;Turbaco;Mensajeria;58
2021-06-12;Turbaco;Paqueteo 3-5;36
2021-06-12;Yumbo;Mercancia;3981
2021-06-12;Yumbo;Paquetes 1-2;2462
2021-06-12;Yumbo;Paqueteo 3-5;569
2021-06-12;Yumbo;Mensajeria;318
2021-06-11;Barranquilla;Mercancia;2629
2021-06-11;Barranquilla;Paquetes 1-2;1255
2021-06-11;Barranquilla;Paqueteo 3-5;330
2021-06-11;Barranquilla;Mensajeria;153
2021-06-11;Bogota;Mercancia;20391
2021-06-11;Bogota;Paquetes 1-2;10756
2021-06-11;Bogota;Paqueteo 3-5;2906
2021-06-11;Bogota;Mensajeria;1936
2021-06-11;Bosconia;Mercancia;80
2021-06-11;Bosconia;Paquetes 1-2;72
2021-06-11;Bosconia;Mensajeria;27
2021-06-11;Bosconia;Paqueteo 3-5;19
2021-06-11;Bucaramanga;Paquetes 1-2;705
2021-06-11;Bucaramanga;Mercancia;680
2021-06-11;Bucaramanga;Paqueteo 3-5;182
2021-06-11;Bucaramanga;Mensajeria;157
2021-06-11;Cienaga;Paquetes 1-2;233
2021-06-11;Cienaga;Mercancia;153
2021-06-11;Cienaga;Mensajeria;38
2021-06-11;Cienaga;Paqueteo 3-5;35
2021-06-11;Cucuta;Paqueteo 3-5;584
2021-06-11;Cucuta;Paquetes 1-2;461
2021-06-11;Cucuta;Mercancia;206
2021-06-11;Cucuta;Mensajeria;54
2021-06-11;Ibague;Mercancia;317
2021-06-11;Ibague;Paquetes 1-2;160
2021-06-11;Ibague;Paqueteo 3-5;52
2021-06-11;Ibague;Mensajeria;35
2021-06-11;Manizales;Mercancia;766
2021-06-11;Manizales;Paquetes 1-2;139
2021-06-11;Manizales;Mensajeria;58
2021-06-11;Manizales;Paqueteo 3-5;24
2021-06-11;Medellin;Mercancia;11589
2021-06-11;Medellin;Paquetes 1-2;9231
2021-06-11;Medellin;Paqueteo 3-5;1576
2021-06-11;Medellin;Mensajeria;705
2021-06-11;Neiva;Paquetes 1-2;118
2021-06-11;Neiva;Mercancia;88
2021-06-11;Neiva;Paqueteo 3-5;39
2021-06-11;Neiva;Mensajeria;34
2021-06-11;Pasto;Paquetes 1-2;197
2021-06-11;Pasto;Mercancia;147
2021-06-11;Pasto;Mensajeria;52
2021-06-11;Pasto;Paqueteo 3-5;44
2021-06-11;Pereira;Mercancia;1252
2021-06-11;Pereira;Paquetes 1-2;404
2021-06-11;Pereira;Mensajeria;185
2021-06-11;Pereira;Paqueteo 3-5;104
2021-06-11;Sin Terminal;Paquetes 1-2;67
2021-06-11;Sin Terminal;Mercancia;6
2021-06-11;Sin Terminal;Mensajeria;2
2021-06-11;Sin Terminal;Paqueteo 3-5;2
2021-06-11;Sincelejo;Paquetes 1-2;347
2021-06-11;Sincelejo;Mercancia;195
2021-06-11;Sincelejo;Mensajeria;105
2021-06-11;Sincelejo;Paqueteo 3-5;46
2021-06-11;Turbaco;Mercancia;4152
2021-06-11;Turbaco;Paquetes 1-2;321
2021-06-11;Turbaco;Paqueteo 3-5;94
2021-06-11;Turbaco;Mensajeria;55
2021-06-11;Yumbo;Mercancia;8649
2021-06-11;Yumbo;Paquetes 1-2;3227
2021-06-11;Yumbo;Paqueteo 3-5;780
2021-06-11;Yumbo;Mensajeria;366
2021-06-10;Barranquilla;Mercancia;2078
2021-06-10;Barranquilla;Paquetes 1-2;1331
2021-06-10;Barranquilla;Paqueteo 3-5;307
2021-06-10;Barranquilla;Mensajeria;148
2021-06-10;Bogota;Mercancia;18618
2021-06-10;Bogota;Paquetes 1-2;10465
2021-06-10;Bogota;Paqueteo 3-5;3201
2021-06-10;Bogota;Mensajeria;1762
2021-06-10;Bosconia;Mercancia;11
2021-06-10;Bosconia;Paquetes 1-2;11
