Week;Terminal_origen;productoMaestro;recogidas
2021-04-26;Cucuta;Paquetes 1-2;2561
2021-04-26;Cucuta;Mercancia;1690
2021-04-26;Cucuta;Mensajeria;215
2021-04-26;Ibague;Mercancia;881
2021-04-26;Ibague;Paquetes 1-2;690
2021-04-26;Ibague;Paqueteo 3-5;256
2021-04-26;Ibague;Mensajeria;190
2021-04-26;Manizales;Mercancia;2301
2021-04-26;Manizales;Paquetes 1-2;815
2021-04-26;Manizales;Mensajeria;219
2021-04-26;Manizales;Paqueteo 3-5;182
2021-04-26;Medellin;Paquetes 1-2;65417
2021-04-26;Medellin;Mercancia;45821
2021-04-26;Medellin;Paqueteo 3-5;11721
2021-04-26;Medellin;Mensajeria;3462
2021-04-26;Neiva;Mercancia;700
2021-04-26;Neiva;Paquetes 1-2;570
2021-04-26;Neiva;Paqueteo 3-5;245
2021-04-26;Neiva;Mensajeria;230
2021-04-26;Pasto;Paquetes 1-2;660
2021-04-26;Pasto;Mercancia;584
2021-04-26;Pasto;Mensajeria;215
2021-04-26;Pasto;Paqueteo 3-5;130
2021-04-26;Pereira;Mercancia;5589
2021-04-26;Pereira;Paquetes 1-2;2658
2021-04-26;Pereira;Mensajeria;715
2021-04-26;Pereira;Paqueteo 3-5;551
2021-04-26;Sin Terminal;Paquetes 1-2;2
2021-04-26;Sin Terminal;Mercancia;1
2021-04-26;Sincelejo;Paquetes 1-2;2046
2021-04-26;Sincelejo;Mercancia;1271
2021-04-26;Sincelejo;Mensajeria;519
2021-04-26;Sincelejo;Paqueteo 3-5;374
2021-04-26;Turbaco;Mercancia;7563
2021-04-26;Turbaco;Paquetes 1-2;1834
2021-04-26;Turbaco;Mensajeria;517
2021-04-26;Turbaco;Paqueteo 3-5;483
2021-04-26;Yumbo;Paquetes 1-2;13070
2021-04-26;Yumbo;Mercancia;10901
2021-04-26;Yumbo;Paqueteo 3-5;2707
2021-04-26;Yumbo;Mensajeria;1279
2021-04-19;Barranquilla;Mercancia;10765
2021-04-19;Barranquilla;Paquetes 1-2;9510
2021-04-19;Barranquilla;Paqueteo 3-5;2240
2021-04-19;Barranquilla;Mensajeria;1398
2021-04-19;Bogota;Mercancia;107880
2021-04-19;Bogota;Paquetes 1-2;88243
2021-04-19;Bogota;Paqueteo 3-5;25113
2021-04-19;Bogota;Mensajeria;8571
2021-04-19;Bosconia;Paquetes 1-2;480
2021-04-19;Bosconia;Mercancia;431
2021-04-19;Bosconia;Mensajeria;184
2021-04-19;Bosconia;Paqueteo 3-5;123
2021-04-19;Bucaramanga;Paquetes 1-2;4820
2021-04-19;Bucaramanga;Mercancia;4795
2021-04-19;Bucaramanga;Paqueteo 3-5;1102
2021-04-19;Bucaramanga;Mensajeria;1052
2021-04-19;Cienaga;Paquetes 1-2;742
2021-04-19;Cienaga;Mercancia;651
2021-04-19;Cienaga;Paqueteo 3-5;220
2021-04-19;Cienaga;Mensajeria;190
2021-04-19;Cucuta;Paqueteo 3-5;5243
2021-04-19;Cucuta;Paquetes 1-2;3097
2021-04-19;Cucuta;Mercancia;1589
2021-04-19;Cucuta;Mensajeria;324
2021-04-19;Ibague;Mercancia;1034
2021-04-19;Ibague;Paquetes 1-2;868
2021-04-19;Ibague;Paqueteo 3-5;345
2021-04-19;Ibague;Mensajeria;253
2021-04-19;Manizales;Mercancia;3630
2021-04-19;Manizales;Paquetes 1-2;870
2021-04-19;Manizales;Mensajeria;293
2021-04-19;Manizales;Paqueteo 3-5;219
2021-04-19;Medellin;Paquetes 1-2;79065
2021-04-19;Medellin;Mercancia;60285
2021-04-19;Medellin;Paqueteo 3-5;14010
2021-04-19;Medellin;Mensajeria;4054
2021-04-19;Neiva;Mercancia;829
2021-04-19;Neiva;Paquetes 1-2;604
2021-04-19;Neiva;Mensajeria;275
2021-04-19;Neiva;Paqueteo 3-5;252
2021-04-19;Pasto;Paquetes 1-2;885
2021-04-19;Pasto;Mercancia;593
2021-04-19;Pasto;Mensajeria;319
2021-04-19;Pasto;Paqueteo 3-5;176
2021-04-19;Pereira;Mercancia;6877
2021-04-19;Pereira;Paquetes 1-2;3383
2021-04-19;Pereira;Mensajeria;1021
2021-04-19;Pereira;Paqueteo 3-5;805
2021-04-19;Sin Terminal;Paquetes 1-2;2
2021-04-19;Sincelejo;Paquetes 1-2;2329
2021-04-19;Sincelejo;Mercancia;1232
2021-04-19;Sincelejo;Mensajeria;674
2021-04-19;Sincelejo;Paqueteo 3-5;442
2021-04-19;Turbaco;Mercancia;15936
2021-04-19;Turbaco;Paquetes 1-2;2196
2021-04-19;Turbaco;Paqueteo 3-5;572
2021-04-19;Turbaco;Mensajeria;508
2021-04-19;Yumbo;Mercancia;26679
2021-04-19;Yumbo;Paquetes 1-2;26107
2021-04-19;Yumbo;Paqueteo 3-5;5715
2021-04-19;Yumbo;Mensajeria;2226
2021-04-12;Barranquilla;Mercancia;10224
2021-04-12;Barranquilla;Paquetes 1-2;9012
2021-04-12;Barranquilla;Paqueteo 3-5;2379
2021-04-12;Barranquilla;Mensajeria;1201
2021-04-12;Bogota;Mercancia;107163
2021-04-12;Bogota;Paquetes 1-2;67578
2021-04-12;Bogota;Paqueteo 3-5;21959
2021-04-12;Bogota;Mensajeria;8384
2021-04-12;Bosconia;Mercancia;598
2021-04-12;Bosconia;Paquetes 1-2;539
2021-04-12;Bosconia;Mensajeria;196
2021-04-12;Bosconia;Paqueteo 3-5;125
2021-04-12;Bucaramanga;Paquetes 1-2;4707
2021-04-12;Bucaramanga;Mercancia;4593
2021-04-12;Bucaramanga;Paqueteo 3-5;1215
2021-04-12;Bucaramanga;Mensajeria;1099
2021-04-12;Cienaga;Paquetes 1-2;693
2021-04-12;Cienaga;Mercancia;599
2021-04-12;Cienaga;Paqueteo 3-5;244
2021-04-12;Cienaga;Mensajeria;196
2021-04-12;Cucuta;Paqueteo 3-5;5490
2021-04-12;Cucuta;Paquetes 1-2;3432
2021-04-12;Cucuta;Mercancia;1792
2021-04-12;Cucuta;Mensajeria;361
2021-04-12;Ibague;Mercancia;1033
2021-04-12;Ibague;Paquetes 1-2;885
2021-04-12;Ibague;Paqueteo 3-5;353
2021-04-12;Ibague;Mensajeria;302
2021-04-12;Manizales;Mercancia;3970
2021-04-12;Manizales;Paquetes 1-2;853
2021-04-12;Manizales;Mensajeria;337
2021-04-12;Manizales;Paqueteo 3-5;234
2021-04-12;Medellin;Paquetes 1-2;70854
2021-04-12;Medellin;Mercancia;58386
2021-04-12;Medellin;Paqueteo 3-5;11892
2021-04-12;Medellin;Mensajeria;4327
2021-04-12;Neiva;Mercancia;798
2021-04-12;Neiva;Paquetes 1-2;682
2021-04-12;Neiva;Mensajeria;276
2021-04-12;Neiva;Paqueteo 3-5;262
2021-04-12;Pasto;Paquetes 1-2;793
2021-04-12;Pasto;Mercancia;790
2021-04-12;Pasto;Mensajeria;440
2021-04-12;Pasto;Paqueteo 3-5;182
2021-04-12;Pereira;Mercancia;7653
2021-04-12;Pereira;Paquetes 1-2;3282
2021-04-12;Pereira;Mensajeria;1019
2021-04-12;Pereira;Paqueteo 3-5;707
2021-04-12;Sincelejo;Paquetes 1-2;2297
2021-04-12;Sincelejo;Mercancia;1403
2021-04-12;Sincelejo;Mensajeria;687
2021-04-12;Sincelejo;Paqueteo 3-5;364
2021-04-12;Turbaco;Mercancia;19200
2021-04-12;Turbaco;Paquetes 1-2;2337
2021-04-12;Turbaco;Paqueteo 3-5;677
2021-04-12;Turbaco;Mensajeria;551
2021-04-12;Yumbo;Mercancia;34101
2021-04-12;Yumbo;Paquetes 1-2;23881
2021-04-12;Yumbo;Paqueteo 3-5;5499
2021-04-12;Yumbo;Mensajeria;2849
2021-04-05;Barranquilla;Mercancia;10249
2021-04-05;Barranquilla;Paquetes 1-2;7658
2021-04-05;Barranquilla;Paqueteo 3-5;1905
2021-04-05;Barranquilla;Mensajeria;1040
2021-04-05;Bogota;Mercancia;103282
2021-04-05;Bogota;Paquetes 1-2;66509
2021-04-05;Bogota;Paqueteo 3-5;21258
2021-04-05;Bogota;Mensajeria;8198
2021-04-05;Bosconia;Paquetes 1-2;570
2021-04-05;Bosconia;Mercancia;513
2021-04-05;Bosconia;Mensajeria;241
2021-04-05;Bosconia;Paqueteo 3-5;147
2021-04-05;Bucaramanga;Mercancia;4952
2021-04-05;Bucaramanga;Paquetes 1-2;4943
2021-04-05;Bucaramanga;Mensajeria;1156
2021-04-05;Bucaramanga;Paqueteo 3-5;1056
2021-04-05;Cienaga;Paquetes 1-2;755
2021-04-05;Cienaga;Mercancia;703
2021-04-05;Cienaga;Paqueteo 3-5;299
2021-04-05;Cienaga;Mensajeria;228
2021-04-05;Cucuta;Paqueteo 3-5;5907
2021-04-05;Cucuta;Paquetes 1-2;3362
2021-04-05;Cucuta;Mercancia;1598
2021-04-05;Cucuta;Mensajeria;364
2021-04-05;Ibague;Mercancia;1148
2021-04-05;Ibague;Paquetes 1-2;871
2021-04-05;Ibague;Paqueteo 3-5;304
2021-04-05;Ibague;Mensajeria;297
2021-04-05;Manizales;Mercancia;3423
2021-04-05;Manizales;Paquetes 1-2;794
2021-04-05;Manizales;Mensajeria;302
2021-04-05;Manizales;Paqueteo 3-5;232
2021-04-05;Medellin;Paquetes 1-2;56938
2021-04-05;Medellin;Mercancia;56059
2021-04-05;Medellin;Paqueteo 3-5;10798
2021-04-05;Medellin;Mensajeria;3860
2021-04-05;Neiva;Mercancia;861
2021-04-05;Neiva;Paquetes 1-2;570
2021-04-05;Neiva;Mensajeria;262
2021-04-05;Neiva;Paqueteo 3-5;243
2021-04-05;Pasto;Paquetes 1-2;702
2021-04-05;Pasto;Mercancia;646
2021-04-05;Pasto;Mensajeria;279
2021-04-05;Pasto;Paqueteo 3-5;186
2021-04-05;Pereira;Mercancia;8099
2021-04-05;Pereira;Paquetes 1-2;2973
2021-04-05;Pereira;Mensajeria;984
2021-04-05;Pereira;Paqueteo 3-5;756
2021-04-05;Sincelejo;Paquetes 1-2;2272
2021-04-05;Sincelejo;Mercancia;1411
2021-04-05;Sincelejo;Mensajeria;644
2021-04-05;Sincelejo;Paqueteo 3-5;401
2021-04-05;Turbaco;Mercancia;4147
2021-04-05;Turbaco;Paquetes 1-2;2142
2021-04-05;Turbaco;Paqueteo 3-5;692
2021-04-05;Turbaco;Mensajeria;613
2021-04-05;Yumbo;Mercancia;37930
2021-04-05;Yumbo;Paquetes 1-2;22035
2021-04-05;Yumbo;Paqueteo 3-5;5304
2021-04-05;Yumbo;Mensajeria;3166
2021-03-29;Barranquilla;Mercancia;6569
2021-03-29;Barranquilla;Paquetes 1-2;5613
2021-03-29;Barranquilla;Paqueteo 3-5;1293
2021-03-29;Barranquilla;Mensajeria;588
2021-03-29;Bogota;Mercancia;69275
2021-03-29;Bogota;Paquetes 1-2;44758
2021-03-29;Bogota;Paqueteo 3-5;14619
2021-03-29;Bogota;Mensajeria;4242
2021-03-29;Bosconia;Paquetes 1-2;456
2021-03-29;Bosconia;Mercancia;410
2021-03-29;Bosconia;Mensajeria;134
2021-03-29;Bosconia;Paqueteo 3-5;84
2021-03-29;Bucaramanga;Paquetes 1-2;3335
2021-03-29;Bucaramanga;Mercancia;3142
2021-03-29;Bucaramanga;Paqueteo 3-5;787
2021-03-29;Bucaramanga;Mensajeria;603
2021-03-29;Cienaga;Mercancia;434
2021-03-29;Cienaga;Paquetes 1-2;366
2021-03-29;Cienaga;Paqueteo 3-5;134
2021-03-29;Cienaga;Mensajeria;106
2021-03-29;Cucuta;Paqueteo 3-5;2749
2021-03-29;Cucuta;Paquetes 1-2;1917
2021-03-29;Cucuta;Mercancia;1106
2021-03-29;Cucuta;Mensajeria;199
2021-03-29;Ibague;Mercancia;719
2021-03-29;Ibague;Paquetes 1-2;557
2021-03-29;Ibague;Paqueteo 3-5;225
2021-03-29;Ibague;Mensajeria;128
2021-03-29;Manizales;Mercancia;3526
2021-03-29;Manizales;Paquetes 1-2;507
2021-03-29;Manizales;Mensajeria;249
2021-03-29;Manizales;Paqueteo 3-5;186
2021-03-29;Medellin;Paquetes 1-2;41234
2021-03-29;Medellin;Mercancia;34039
2021-03-29;Medellin;Paqueteo 3-5;8449
2021-03-29;Medellin;Mensajeria;2378
2021-03-29;Neiva;Mercancia;531
2021-03-29;Neiva;Paquetes 1-2;342
2021-03-29;Neiva;Mensajeria;171
2021-03-29;Neiva;Paqueteo 3-5;125
2021-03-29;Pasto;Mercancia;574
2021-03-29;Pasto;Paquetes 1-2;545
2021-03-29;Pasto;Mensajeria;195
2021-03-29;Pasto;Paqueteo 3-5;111
2021-03-29;Pereira;Mercancia;3646
2021-03-29;Pereira;Paquetes 1-2;1930
2021-03-29;Pereira;Mensajeria;613
2021-03-29;Pereira;Paqueteo 3-5;535
2021-03-29;Sin Terminal;Paquetes 1-2;1
2021-03-29;Sincelejo;Paquetes 1-2;1261
2021-03-29;Sincelejo;Mercancia;992
2021-03-29;Sincelejo;Mensajeria;417
2021-03-29;Sincelejo;Paqueteo 3-5;199
2021-03-29;Turbaco;Mercancia;7393
2021-03-29;Turbaco;Paquetes 1-2;1392
2021-03-29;Turbaco;Paqueteo 3-5;372
2021-03-29;Turbaco;Mensajeria;332
2021-03-29;Yumbo;Mercancia;18364
2021-03-29;Yumbo;Paquetes 1-2;13226
2021-03-29;Yumbo;Paqueteo 3-5;2948
2021-03-29;Yumbo;Mensajeria;1503
2021-03-22;Barranquilla;Mercancia;10046
2021-03-22;Barranquilla;Paquetes 1-2;6715
2021-03-22;Barranquilla;Paqueteo 3-5;1584
2021-03-22;Barranquilla;Mensajeria;882
2021-03-22;Bogota;Mercancia;97046
2021-03-22;Bogota;Paquetes 1-2;62749
2021-03-22;Bogota;Paqueteo 3-5;20782
2021-03-22;Bogota;Mensajeria;6272
2021-03-22;Bosconia;Mercancia;419
2021-03-22;Bosconia;Paquetes 1-2;394
2021-03-22;Bosconia;Mensajeria;147
2021-03-22;Bosconia;Paqueteo 3-5;123
2021-03-22;Bucaramanga;Mercancia;4221
2021-03-22;Bucaramanga;Paquetes 1-2;3768
2021-03-22;Bucaramanga;Paqueteo 3-5;1019
2021-03-22;Bucaramanga;Mensajeria;836
2021-03-22;Cienaga;Mercancia;688
2021-03-22;Cienaga;Paquetes 1-2;545
2021-03-22;Cienaga;Paqueteo 3-5;246
2021-03-22;Cienaga;Mensajeria;176
2021-03-22;Cucuta;Paqueteo 3-5;4452
2021-03-22;Cucuta;Paquetes 1-2;2793
2021-03-22;Cucuta;Mercancia;1493
2021-03-22;Cucuta;Mensajeria;281
2021-03-22;Ibague;Mercancia;839
2021-03-22;Ibague;Paquetes 1-2;645
2021-03-22;Ibague;Paqueteo 3-5;252
2021-03-22;Ibague;Mensajeria;232
2021-03-22;Manizales;Mercancia;2833
2021-03-22;Manizales;Paquetes 1-2;690
2021-03-22;Manizales;Mensajeria;226
2021-03-22;Manizales;Paqueteo 3-5;208
2021-03-22;Medellin;Paquetes 1-2;65036
2021-03-22;Medellin;Mercancia;49423
2021-03-22;Medellin;Paqueteo 3-5;10657
2021-03-22;Medellin;Mensajeria;3333
2021-03-22;Neiva;Mercancia;741
2021-03-22;Neiva;Paquetes 1-2;378
2021-03-22;Neiva;Mensajeria;258
2021-03-22;Neiva;Paqueteo 3-5;218
2021-03-22;Pasto;Paquetes 1-2;892
2021-03-22;Pasto;Mercancia;770
2021-03-22;Pasto;Mensajeria;271
2021-03-22;Pasto;Paqueteo 3-5;207
2021-03-22;Pereira;Mercancia;6021
2021-03-22;Pereira;Paquetes 1-2;2580
2021-03-22;Pereira;Mensajeria;810
2021-03-22;Pereira;Paqueteo 3-5;744
2021-03-22;Sincelejo;Paquetes 1-2;1841
2021-03-22;Sincelejo;Mercancia;1440
2021-03-22;Sincelejo;Mensajeria;583
2021-03-22;Sincelejo;Paqueteo 3-5;334
2021-03-22;Turbaco;Mercancia;9680
2021-03-22;Turbaco;Paquetes 1-2;1842
2021-03-22;Turbaco;Paqueteo 3-5;718
2021-03-22;Turbaco;Mensajeria;470
2021-03-22;Yumbo;Mercancia;27258
2021-03-22;Yumbo;Paquetes 1-2;15802
2021-03-22;Yumbo;Paqueteo 3-5;4037
2021-03-22;Yumbo;Mensajeria;1949
2021-03-15;Barranquilla;Mercancia;10388
2021-03-15;Barranquilla;Paquetes 1-2;7474
2021-03-15;Barranquilla;Paqueteo 3-5;1793
2021-03-15;Barranquilla;Mensajeria;1238
2021-03-15;Bogota;Mercancia;104287
2021-03-15;Bogota;Paquetes 1-2;63710
2021-03-15;Bogota;Paqueteo 3-5;21723
2021-03-15;Bogota;Mensajeria;7237
2021-03-15;Bosconia;Mercancia;473
2021-03-15;Bosconia;Paquetes 1-2;331
2021-03-15;Bosconia;Mensajeria;237
2021-03-15;Bosconia;Paqueteo 3-5;97
2021-03-15;Bucaramanga;Mercancia;3986
2021-03-15;Bucaramanga;Paquetes 1-2;3573
2021-03-15;Bucaramanga;Mensajeria;1165
2021-03-15;Bucaramanga;Paqueteo 3-5;1037
2021-03-15;Cienaga;Mercancia;684
2021-03-15;Cienaga;Paquetes 1-2;471
2021-03-15;Cienaga;Paqueteo 3-5;260
2021-03-15;Cienaga;Mensajeria;202
2021-03-15;Cucuta;Paqueteo 3-5;4421
2021-03-15;Cucuta;Paquetes 1-2;2789
2021-03-15;Cucuta;Mercancia;1561
2021-03-15;Cucuta;Mensajeria;319
2021-03-15;Ibague;Mercancia;1000
2021-03-15;Ibague;Paquetes 1-2;706
2021-03-15;Ibague;Mensajeria;255
2021-03-15;Ibague;Paqueteo 3-5;251
2021-03-15;Manizales;Mercancia;3818
2021-03-15;Manizales;Paquetes 1-2;662
2021-03-15;Manizales;Mensajeria;280
2021-03-15;Manizales;Paqueteo 3-5;254
2021-03-15;Medellin;Paquetes 1-2;57145
2021-03-15;Medellin;Mercancia;53911
2021-03-15;Medellin;Paqueteo 3-5;11272
2021-03-15;Medellin;Mensajeria;4654
2021-03-15;Neiva;Mercancia;839
2021-03-15;Neiva;Paquetes 1-2;394
2021-03-15;Neiva;Mensajeria;264
2021-03-15;Neiva;Paqueteo 3-5;248
2021-03-15;Pasto;Mercancia;729
2021-03-15;Pasto;Paquetes 1-2;419
2021-03-15;Pasto;Mensajeria;314
2021-03-15;Pasto;Paqueteo 3-5;140
2021-03-15;Pereira;Mercancia;6756
2021-03-15;Pereira;Paquetes 1-2;2793
2021-03-15;Pereira;Mensajeria;1041
2021-03-15;Pereira;Paqueteo 3-5;743
2021-03-15;Sin Terminal;Paquetes 1-2;1
2021-03-15;Sincelejo;Paquetes 1-2;1798
2021-03-15;Sincelejo;Mercancia;1229
2021-03-15;Sincelejo;Mensajeria;651
2021-03-15;Sincelejo;Paqueteo 3-5;358
2021-03-15;Turbaco;Mercancia;8193
2021-03-15;Turbaco;Paquetes 1-2;1748
2021-03-15;Turbaco;Paqueteo 3-5;587
2021-03-15;Turbaco;Mensajeria;542
2021-03-15;Yumbo;Mercancia;30433
2021-03-15;Yumbo;Paquetes 1-2;18675
2021-03-15;Yumbo;Paqueteo 3-5;4272
2021-03-15;Yumbo;Mensajeria;2766
2021-03-08;Barranquilla;Mercancia;14199
2021-03-08;Barranquilla;Paquetes 1-2;7034
2021-03-08;Barranquilla;Paqueteo 3-5;1734
2021-03-08;Barranquilla;Mensajeria;1210
2021-03-08;Bogota;Mercancia;102264
2021-03-08;Bogota;Paquetes 1-2;64191
2021-03-08;Bogota;Paqueteo 3-5;21188
2021-03-08;Bogota;Mensajeria;7621
2021-03-08;Bosconia;Mercancia;376
2021-03-08;Bosconia;Paquetes 1-2;300
2021-03-08;Bosconia;Mensajeria;234
2021-03-08;Bosconia;Paqueteo 3-5;115
2021-03-08;Bucaramanga;Mercancia;3779
2021-03-08;Bucaramanga;Paquetes 1-2;3664
2021-03-08;Bucaramanga;Paqueteo 3-5;1121
2021-03-08;Bucaramanga;Mensajeria;1037
2021-03-08;Cienaga;Mercancia;699
2021-03-08;Cienaga;Paquetes 1-2;506
2021-03-08;Cienaga;Mensajeria;230
2021-03-08;Cienaga;Paqueteo 3-5;209
2021-03-08;Cucuta;Paqueteo 3-5;3928
2021-03-08;Cucuta;Paquetes 1-2;2449
2021-03-08;Cucuta;Mercancia;1624
2021-03-08;Cucuta;Mensajeria;320
2021-03-08;Ibague;Mercancia;1055
2021-03-08;Ibague;Paquetes 1-2;627
2021-03-08;Ibague;Paqueteo 3-5;268
2021-03-08;Ibague;Mensajeria;256
2021-03-08;Manizales;Mercancia;2826
2021-03-08;Manizales;Paquetes 1-2;734
2021-03-08;Manizales;Mensajeria;294
2021-03-08;Manizales;Paqueteo 3-5;233
2021-03-08;Medellin;Paquetes 1-2;56288
2021-03-08;Medellin;Mercancia;51097
2021-03-08;Medellin;Paqueteo 3-5;10092
2021-03-08;Medellin;Mensajeria;4534
2021-03-08;Neiva;Mercancia;694
2021-03-08;Neiva;Paquetes 1-2;463
2021-03-08;Neiva;Mensajeria;304
2021-03-08;Neiva;Paqueteo 3-5;206
2021-03-08;Pasto;Mercancia;763
2021-03-08;Pasto;Paquetes 1-2;490
2021-03-08;Pasto;Mensajeria;335
2021-03-08;Pasto;Paqueteo 3-5;161
2021-03-08;Pereira;Mercancia;7135
2021-03-08;Pereira;Paquetes 1-2;2639
2021-03-08;Pereira;Mensajeria;1070
2021-03-08;Pereira;Paqueteo 3-5;737
2021-03-08;Sincelejo;Paquetes 1-2;1912
2021-03-08;Sincelejo;Mercancia;1394
2021-03-08;Sincelejo;Mensajeria;647
2021-03-08;Sincelejo;Paqueteo 3-5;343
2021-03-08;Turbaco;Mercancia;13451
2021-03-08;Turbaco;Paquetes 1-2;1818
2021-03-08;Turbaco;Paqueteo 3-5;655
2021-03-08;Turbaco;Mensajeria;537
2021-03-08;Yumbo;Mercancia;29370
2021-03-08;Yumbo;Paquetes 1-2;19505
2021-03-08;Yumbo;Paqueteo 3-5;3957
2021-03-08;Yumbo;Mensajeria;2722
2021-03-01;Barranquilla;Mercancia;12579
2021-03-01;Barranquilla;Paquetes 1-2;7768
2021-03-01;Barranquilla;Paqueteo 3-5;1869
2021-03-01;Barranquilla;Mensajeria;934
2021-03-01;Bogota;Mercancia;106276
2021-03-01;Bogota;Paquetes 1-2;61751
2021-03-01;Bogota;Paqueteo 3-5;20731
2021-03-01;Bogota;Mensajeria;7533
2021-03-01;Bosconia;Mercancia;459
2021-03-01;Bosconia;Paquetes 1-2;295
2021-03-01;Bosconia;Mensajeria;187
2021-03-01;Bosconia;Paqueteo 3-5;114
2021-03-01;Bucaramanga;Paquetes 1-2;3950
2021-03-01;Bucaramanga;Mercancia;3601
2021-03-01;Bucaramanga;Paqueteo 3-5;1070
2021-03-01;Bucaramanga;Mensajeria;940
2021-03-01;Cienaga;Mercancia;715
2021-03-01;Cienaga;Paquetes 1-2;590
2021-03-01;Cienaga;Paqueteo 3-5;211
2021-03-01;Cienaga;Mensajeria;191
2021-03-01;Cucuta;Paqueteo 3-5;4270
2021-03-01;Cucuta;Paquetes 1-2;2921
2021-03-01;Cucuta;Mercancia;1505
2021-03-01;Cucuta;Mensajeria;355
2021-03-01;Ibague;Mercancia;1130
2021-03-01;Ibague;Paquetes 1-2;647
2021-03-01;Ibague;Mensajeria;256
2021-03-01;Ibague;Paqueteo 3-5;226
2021-03-01;Manizales;Mercancia;3475
2021-03-01;Manizales;Paquetes 1-2;712
2021-03-01;Manizales;Mensajeria;324
2021-03-01;Manizales;Paqueteo 3-5;190
2021-03-01;Medellin;Mercancia;54847
2021-03-01;Medellin;Paquetes 1-2;53078
2021-03-01;Medellin;Paqueteo 3-5;10658
2021-03-01;Medellin;Mensajeria;4895
2021-03-01;Neiva;Mercancia;759
2021-03-01;Neiva;Paquetes 1-2;390
2021-03-01;Neiva;Mensajeria;245
2021-03-01;Neiva;Paqueteo 3-5;197
2021-03-01;Pasto;Mercancia;796
2021-03-01;Pasto;Paquetes 1-2;502
2021-03-01;Pasto;Mensajeria;299
2021-03-01;Pasto;Paqueteo 3-5;165
2021-03-01;Pereira;Mercancia;7376
2021-03-01;Pereira;Paquetes 1-2;2924
2021-03-01;Pereira;Mensajeria;1028
2021-03-01;Pereira;Paqueteo 3-5;812
2021-03-01;Sincelejo;Paquetes 1-2;1936
2021-03-01;Sincelejo;Mercancia;1762
2021-03-01;Sincelejo;Mensajeria;717
2021-03-01;Sincelejo;Paqueteo 3-5;359
2021-03-01;Turbaco;Mercancia;5656
2021-03-01;Turbaco;Paquetes 1-2;1853
2021-03-01;Turbaco;Paqueteo 3-5;653
2021-03-01;Turbaco;Mensajeria;539
2021-03-01;Yumbo;Mercancia;29738
2021-03-01;Yumbo;Paquetes 1-2;22490
2021-03-01;Yumbo;Paqueteo 3-5;4392
2021-03-01;Yumbo;Mensajeria;3393
2021-02-22;Barranquilla;Mercancia;14032
2021-02-22;Barranquilla;Paquetes 1-2;7602
2021-02-22;Barranquilla;Paqueteo 3-5;1924
2021-02-22;Barranquilla;Mensajeria;1408
2021-02-22;Bogota;Mercancia;101082
2021-02-22;Bogota;Paquetes 1-2;53744
2021-02-22;Bogota;Paqueteo 3-5;18849
2021-02-22;Bogota;Mensajeria;7974
2021-02-22;Bosconia;Mercancia;761
2021-02-22;Bosconia;Paquetes 1-2;371
2021-02-22;Bosconia;Mensajeria;277
2021-02-22;Bosconia;Paqueteo 3-5;137
2021-02-22;Bucaramanga;Paquetes 1-2;3958
2021-02-22;Bucaramanga;Mercancia;3792
2021-02-22;Bucaramanga;Paqueteo 3-5;1175
2021-02-22;Bucaramanga;Mensajeria;887
2021-02-22;Cienaga;Mercancia;891
2021-02-22;Cienaga;Paquetes 1-2;533
2021-02-22;Cienaga;Paqueteo 3-5;239
2021-02-22;Cienaga;Mensajeria;193
2021-02-22;Cucuta;Paqueteo 3-5;4495
2021-02-22;Cucuta;Paquetes 1-2;2678
2021-02-22;Cucuta;Mercancia;1592
2021-02-22;Cucuta;Mensajeria;318
2021-02-22;Ibague;Mercancia;1080
2021-02-22;Ibague;Paquetes 1-2;665
2021-02-22;Ibague;Paqueteo 3-5;321
2021-02-22;Ibague;Mensajeria;273
2021-02-22;Manizales;Mercancia;2683
2021-02-22;Manizales;Paquetes 1-2;813
2021-02-22;Manizales;Mensajeria;266
2021-02-22;Manizales;Paqueteo 3-5;261
2021-02-22;Medellin;Paquetes 1-2;56341
2021-02-22;Medellin;Mercancia;53853
2021-02-22;Medellin;Paqueteo 3-5;9901
2021-02-22;Medellin;Mensajeria;4163
2021-02-22;Neiva;Mercancia;839
2021-02-22;Neiva;Paquetes 1-2;437
2021-02-22;Neiva;Mensajeria;312
2021-02-22;Neiva;Paqueteo 3-5;275
2021-02-22;Pasto;Paquetes 1-2;680
2021-02-22;Pasto;Mercancia;657
2021-02-22;Pasto;Mensajeria;275
2021-02-22;Pasto;Paqueteo 3-5;154
2021-02-22;Pereira;Mercancia;8029
2021-02-22;Pereira;Paquetes 1-2;2911
2021-02-22;Pereira;Mensajeria;948
2021-02-22;Pereira;Paqueteo 3-5;805
2021-02-22;Sincelejo;Paquetes 1-2;1976
2021-02-22;Sincelejo;Mercancia;1544
2021-02-22;Sincelejo;Mensajeria;636
2021-02-22;Sincelejo;Paqueteo 3-5;321
2021-02-22;Turbaco;Mercancia;7600
2021-02-22;Turbaco;Paquetes 1-2;2358
2021-02-22;Turbaco;Paqueteo 3-5;706
2021-02-22;Turbaco;Mensajeria;525
2021-02-22;Yumbo;Mercancia;26290
2021-02-22;Yumbo;Paquetes 1-2;19577
2021-02-22;Yumbo;Paqueteo 3-5;3969
2021-02-22;Yumbo;Mensajeria;2979
2021-02-15;Barranquilla;Mercancia;13085
2021-02-15;Barranquilla;Paquetes 1-2;7381
2021-02-15;Barranquilla;Paqueteo 3-5;1734
